CHAR_TYPE_CD,EFFDT,ET_ZONE,VALUE,MONTH,YEAR
ETZONE,1/8/2023 0:0:0,1,0.06,1,2023
ETZONE,1/9/2023 0:0:0,3,0.03,1,2023
ETZONE,1/9/2023 0:0:0,1,0.04,1,2023
ETZONE,1/9/2023 0:0:0,2,0.07,1,2023
ETZONE,1/10/2023 0:0:0,3,0.01,1,2023
ETZONE,1/10/2023 0:0:0,2,0.02,1,2023
ETZONE,1/10/2023 0:0:0,1,0.01,1,2023
ETZONE,1/11/2023 0:0:0,1,0.04,1,2023
ETZONE,1/11/2023 0:0:0,3,0.05,1,2023
ETZONE,1/11/2023 0:0:0,2,0.06,1,2023
ETZONE,1/12/2023 0:0:0,1,0.06,1,2023
ETZONE,1/12/2023 0:0:0,3,0.06,1,2023
ETZONE,1/12/2023 0:0:0,2,0.07,1,2023
ETZONE,1/13/2023 0:0:0,2,0.07,1,2023
ETZONE,1/13/2023 0:0:0,1,0.06,1,2023
ETZONE,1/13/2023 0:0:0,3,0.06,1,2023
ETZONE,1/14/2023 0:0:0,2,0.02,1,2023
ETZONE,1/14/2023 0:0:0,1,0.01,1,2023
ETZONE,1/14/2023 0:0:0,3,0.02,1,2023
ETZONE,1/15/2023 0:0:0,3,0.04,1,2023
ETZONE,1/15/2023 0:0:0,1,0.04,1,2023
ETZONE,1/15/2023 0:0:0,2,0.05,1,2023
ETZONE,1/16/2023 0:0:0,1,0.04,1,2023
ETZONE,1/16/2023 0:0:0,2,0.05,1,2023
ETZONE,1/16/2023 0:0:0,3,0.03,1,2023
ETZONE,1/17/2023 0:0:0,1,0.07,1,2023
ETZONE,1/17/2023 0:0:0,2,0.08,1,2023
ETZONE,1/17/2023 0:0:0,3,0.07,1,2023
ETZONE,1/18/2023 0:0:0,2,0.08,1,2023
ETZONE,1/18/2023 0:0:0,1,0.07,1,2023
ETZONE,1/18/2023 0:0:0,3,0.07,1,2023
ETZONE,1/19/2023 0:0:0,2,0.07,1,2023
ETZONE,1/19/2023 0:0:0,1,0.06,1,2023
ETZONE,1/19/2023 0:0:0,3,0.06,1,2023
ETZONE,1/20/2023 0:0:0,3,0.09,1,2023
ETZONE,1/20/2023 0:0:0,2,0.1,1,2023
ETZONE,1/20/2023 0:0:0,1,0.08,1,2023
ETZONE,1/21/2023 0:0:0,2,0.1,1,2023
ETZONE,1/21/2023 0:0:0,3,0.1,1,2023
ETZONE,1/21/2023 0:0:0,1,0.09,1,2023
ETZONE,1/22/2023 0:0:0,1,0.07,1,2023
ETZONE,1/22/2023 0:0:0,3,0.09,1,2023
ETZONE,1/22/2023 0:0:0,2,0.09,1,2023
ETZONE,1/23/2023 0:0:0,2,0.14,1,2023
ETZONE,1/23/2023 0:0:0,3,0.13,1,2023
ETZONE,1/23/2023 0:0:0,1,0.11,1,2023
ETZONE,1/24/2023 0:0:0,2,0.1,1,2023
ETZONE,1/24/2023 0:0:0,3,0.1,1,2023
ETZONE,1/24/2023 0:0:0,1,0.08,1,2023
ETZONE,1/25/2023 0:0:0,3,0.12,1,2023
ETZONE,1/25/2023 0:0:0,1,0.09,1,2023
ETZONE,1/25/2023 0:0:0,2,0.12,1,2023
ETZONE,1/26/2023 0:0:0,3,0.14,1,2023
ETZONE,1/26/2023 0:0:0,2,0.16,1,2023
ETZONE,1/26/2023 0:0:0,1,0.12,1,2023
ETZONE,1/27/2023 0:0:0,1,0.09,1,2023
ETZONE,1/27/2023 0:0:0,2,0.1,1,2023
ETZONE,1/27/2023 0:0:0,3,0.11,1,2023
ETZONE,1/28/2023 0:0:0,1,0.06,1,2023
ETZONE,1/28/2023 0:0:0,3,0.07,1,2023
ETZONE,1/28/2023 0:0:0,2,0.09,1,2023
ETZONE,1/29/2023 0:0:0,2,0.05,1,2023
ETZONE,1/29/2023 0:0:0,1,0.03,1,2023
ETZONE,1/29/2023 0:0:0,3,0.02,1,2023
ETZONE,1/30/2023 0:0:0,3,0.04,1,2023
ETZONE,1/30/2023 0:0:0,2,0.04,1,2023
ETZONE,1/30/2023 0:0:0,1,0.04,1,2023
ETZONE,1/31/2023 0:0:0,2,0.13,1,2023
ETZONE,1/31/2023 0:0:0,1,0.11,1,2023
ETZONE,1/31/2023 0:0:0,3,0.14,1,2023
ETZONE,2/1/2023 0:0:0,1,0.1,2,2023
ETZONE,2/1/2023 0:0:0,3,0.13,2,2023
ETZONE,2/1/2023 0:0:0,2,0.13,2,2023
ETZONE,2/2/2023 0:0:0,1,0.08,2,2023
ETZONE,2/2/2023 0:0:0,3,0.1,2,2023
ETZONE,2/2/2023 0:0:0,2,0.09,2,2023
ETZONE,2/3/2023 0:0:0,3,0.09,2,2023
ETZONE,2/3/2023 0:0:0,2,0.09,2,2023
ETZONE,2/3/2023 0:0:0,1,0.08,2,2023
ETZONE,2/4/2023 0:0:0,2,0.09,2,2023
ETZONE,2/4/2023 0:0:0,3,0.09,2,2023
ETZONE,2/4/2023 0:0:0,1,0.08,2,2023
ETZONE,2/5/2023 0:0:0,2,0.09,2,2023
ETZONE,2/5/2023 0:0:0,1,0.08,2,2023
ETZONE,2/5/2023 0:0:0,3,0.09,2,2023
ETZONE,2/6/2023 0:0:0,3,0.12,2,2023
ETZONE,2/6/2023 0:0:0,1,0.1,2,2023
ETZONE,2/6/2023 0:0:0,2,0.11,2,2023
ETZONE,2/7/2023 0:0:0,3,0.13,2,2023
ETZONE,2/7/2023 0:0:0,1,0.12,2,2023
ETZONE,2/7/2023 0:0:0,2,0.13,2,2023
ETZONE,2/8/2023 0:0:0,3,0.12,2,2023
ETZONE,2/8/2023 0:0:0,1,0.1,2,2023
ETZONE,2/8/2023 0:0:0,2,0.11,2,2023
ETZONE,2/9/2023 0:0:0,2,0.14,2,2023
ETZONE,2/9/2023 0:0:0,3,0.15,2,2023
ETZONE,2/9/2023 0:0:0,1,0.12,2,2023
ETZONE,2/10/2023 0:0:0,3,0.13,2,2023
ETZONE,2/10/2023 0:0:0,2,0.13,2,2023
ETZONE,2/10/2023 0:0:0,1,0.11,2,2023
ETZONE,2/11/2023 0:0:0,3,0.08,2,2023
ETZONE,2/11/2023 0:0:0,2,0.09,2,2023
ETZONE,2/11/2023 0:0:0,1,0.07,2,2023
ETZONE,2/12/2023 0:0:0,3,0.08,2,2023
ETZONE,2/12/2023 0:0:0,2,0.08,2,2023
ETZONE,2/12/2023 0:0:0,1,0.07,2,2023
ETZONE,2/13/2023 0:0:0,2,0.1,2,2023
ETZONE,2/13/2023 0:0:0,3,0.07,2,2023
ETZONE,2/13/2023 0:0:0,1,0.09,2,2023
ETZONE,2/14/2023 0:0:0,3,0.03,2,2023
ETZONE,2/14/2023 0:0:0,2,0.06,2,2023
ETZONE,2/14/2023 0:0:0,1,0.05,2,2023
ETZONE,2/15/2023 0:0:0,2,0.13,2,2023
ETZONE,2/15/2023 0:0:0,3,0.12,2,2023
ETZONE,2/15/2023 0:0:0,1,0.11,2,2023
ETZONE,2/16/2023 0:0:0,3,0.13,2,2023
ETZONE,2/16/2023 0:0:0,2,0.13,2,2023
ETZONE,2/16/2023 0:0:0,1,0.12,2,2023
ETZONE,2/17/2023 0:0:0,2,0.11,2,2023
ETZONE,2/17/2023 0:0:0,3,0.11,2,2023
ETZONE,2/17/2023 0:0:0,1,0.11,2,2023
ETZONE,2/18/2023 0:0:0,1,0.08,2,2023
ETZONE,2/18/2023 0:0:0,2,0.09,2,2023
ETZONE,2/18/2023 0:0:0,3,0.1,2,2023
ETZONE,2/19/2023 0:0:0,1,0.11,2,2023
ETZONE,2/19/2023 0:0:0,3,0.11,2,2023
ETZONE,2/19/2023 0:0:0,2,0.12,2,2023
ETZONE,2/20/2023 0:0:0,3,0.13,2,2023
ETZONE,2/20/2023 0:0:0,2,0.12,2,2023
ETZONE,2/20/2023 0:0:0,1,0.11,2,2023
ETZONE,2/21/2023 0:0:0,1,0.05,2,2023
ETZONE,2/21/2023 0:0:0,3,0.09,2,2023
ETZONE,2/21/2023 0:0:0,2,0.11,2,2023
ETZONE,2/22/2023 0:0:0,2,0.12,2,2023
ETZONE,2/22/2023 0:0:0,1,0.1,2,2023
ETZONE,2/22/2023 0:0:0,3,0.09,2,2023
ETZONE,2/23/2023 0:0:0,2,0.06,2,2023
ETZONE,2/23/2023 0:0:0,3,0.05,2,2023
ETZONE,2/23/2023 0:0:0,1,0.07,2,2023
ETZONE,2/24/2023 0:0:0,2,0.05,2,2023
ETZONE,2/24/2023 0:0:0,1,0.03,2,2023
ETZONE,2/24/2023 0:0:0,3,0.03,2,2023
ETZONE,2/25/2023 0:0:0,2,0.04,2,2023
ETZONE,2/25/2023 0:0:0,1,0.03,2,2023
ETZONE,2/25/2023 0:0:0,3,0.04,2,2023
ETZONE,2/26/2023 0:0:0,2,0.1,2,2023
ETZONE,2/26/2023 0:0:0,3,0.07,2,2023
ETZONE,2/26/2023 0:0:0,1,0.09,2,2023
ETZONE,2/27/2023 0:0:0,1,0.05,2,2023
ETZONE,2/27/2023 0:0:0,3,0.03,2,2023
ETZONE,2/27/2023 0:0:0,2,0.09,2,2023
ETZONE,2/28/2023 0:0:0,3,0.07,2,2023
ETZONE,2/28/2023 0:0:0,1,0.09,2,2023
ETZONE,2/28/2023 0:0:0,2,0.12,2,2023
ETZONE,3/1/2023 0:0:0,2,0.13,3,2023
ETZONE,3/1/2023 0:0:0,3,0.06,3,2023
ETZONE,3/1/2023 0:0:0,1,0.07,3,2023
ETZONE,3/2/2023 0:0:0,3,0.11,3,2023
ETZONE,3/2/2023 0:0:0,1,0.11,3,2023
ETZONE,3/2/2023 0:0:0,2,0.12,3,2023
ETZONE,3/3/2023 0:0:0,2,0.12,3,2023
ETZONE,3/3/2023 0:0:0,3,0.11,3,2023
ETZONE,3/3/2023 0:0:0,1,0.1,3,2023
ETZONE,3/4/2023 0:0:0,3,0.07,3,2023
ETZONE,3/4/2023 0:0:0,2,0.07,3,2023
ETZONE,3/4/2023 0:0:0,1,0.07,3,2023
ETZONE,3/5/2023 0:0:0,3,0.04,3,2023
ETZONE,3/5/2023 0:0:0,1,0.06,3,2023
ETZONE,3/5/2023 0:0:0,2,0.05,3,2023
ETZONE,3/6/2023 0:0:0,1,0.1,3,2023
ETZONE,3/6/2023 0:0:0,3,0.08,3,2023
ETZONE,3/6/2023 0:0:0,2,0.09,3,2023
ETZONE,3/7/2023 0:0:0,3,0.12,3,2023
ETZONE,3/7/2023 0:0:0,2,0.13,3,2023
ETZONE,3/7/2023 0:0:0,1,0.11,3,2023
ETZONE,3/8/2023 0:0:0,3,0.11,3,2023
ETZONE,3/8/2023 0:0:0,2,0.1,3,2023
ETZONE,3/8/2023 0:0:0,1,0.09,3,2023
ETZONE,3/9/2023 0:0:0,1,0.12,3,2023
ETZONE,3/9/2023 0:0:0,2,0.13,3,2023
ETZONE,3/9/2023 0:0:0,3,0.13,3,2023
ETZONE,3/10/2023 0:0:0,3,0.02,3,2023
ETZONE,3/10/2023 0:0:0,1,0.03,3,2023
ETZONE,3/10/2023 0:0:0,2,0.11,3,2023
ETZONE,3/11/2023 0:0:0,2,0.14,3,2023
ETZONE,3/11/2023 0:0:0,3,0.04,3,2023
ETZONE,3/11/2023 0:0:0,1,0.05,3,2023
ETZONE,3/12/2023 0:0:0,1,0.07,3,2023
ETZONE,3/12/2023 0:0:0,3,0.11,3,2023
ETZONE,3/12/2023 0:0:0,2,0.13,3,2023
ETZONE,3/13/2023 0:0:0,2,0.13,3,2023
ETZONE,3/13/2023 0:0:0,1,0.08,3,2023
ETZONE,3/13/2023 0:0:0,3,0.1,3,2023
ETZONE,3/14/2023 0:0:0,2,0.07,3,2023
ETZONE,3/14/2023 0:0:0,3,0.03,3,2023
ETZONE,3/14/2023 0:0:0,1,0.03,3,2023
ETZONE,3/15/2023 0:0:0,1,0.03,3,2023
ETZONE,3/15/2023 0:0:0,2,0.07,3,2023
ETZONE,3/15/2023 0:0:0,3,0.03,3,2023
ETZONE,3/16/2023 0:0:0,2,0.09,3,2023
ETZONE,3/16/2023 0:0:0,3,0.04,3,2023
ETZONE,3/16/2023 0:0:0,1,0.08,3,2023
ETZONE,3/17/2023 0:0:0,3,0.12,3,2023
ETZONE,3/17/2023 0:0:0,2,0.14,3,2023
ETZONE,3/17/2023 0:0:0,1,0.13,3,2023
ETZONE,3/18/2023 0:0:0,3,0.16,3,2023
ETZONE,3/18/2023 0:0:0,2,0.16,3,2023
ETZONE,3/18/2023 0:0:0,1,0.15,3,2023
ETZONE,3/19/2023 0:0:0,2,0.06,3,2023
ETZONE,3/19/2023 0:0:0,1,0.07,3,2023
ETZONE,3/19/2023 0:0:0,3,0.06,3,2023
ETZONE,3/20/2023 0:0:0,3,0.04,3,2023
ETZONE,3/20/2023 0:0:0,2,0.05,3,2023
ETZONE,3/20/2023 0:0:0,1,0.05,3,2023
ETZONE,3/21/2023 0:0:0,2,0.06,3,2023
ETZONE,3/21/2023 0:0:0,1,0.06,3,2023
ETZONE,3/21/2023 0:0:0,3,0.05,3,2023
ETZONE,3/22/2023 0:0:0,1,0.08,3,2023
ETZONE,3/22/2023 0:0:0,2,0.08,3,2023
ETZONE,3/22/2023 0:0:0,3,0.08,3,2023
ETZONE,3/23/2023 0:0:0,2,0.07,3,2023
ETZONE,3/23/2023 0:0:0,1,0.08,3,2023
ETZONE,3/23/2023 0:0:0,3,0.05,3,2023
ETZONE,3/24/2023 0:0:0,2,0.15,3,2023
ETZONE,3/24/2023 0:0:0,1,0.13,3,2023
ETZONE,3/24/2023 0:0:0,3,0.14,3,2023
ETZONE,3/25/2023 0:0:0,2,0.13,3,2023
ETZONE,3/25/2023 0:0:0,3,0.12,3,2023
ETZONE,3/25/2023 0:0:0,1,0.13,3,2023
ETZONE,3/26/2023 0:0:0,2,0.14,3,2023
ETZONE,3/26/2023 0:0:0,3,0.13,3,2023
ETZONE,3/26/2023 0:0:0,1,0.13,3,2023
ETZONE,3/27/2023 0:0:0,1,0.14,3,2023
ETZONE,3/27/2023 0:0:0,3,0.14,3,2023
ETZONE,3/27/2023 0:0:0,2,0.16,3,2023
ETZONE,3/28/2023 0:0:0,2,0.17,3,2023
ETZONE,3/28/2023 0:0:0,1,0.16,3,2023
ETZONE,3/28/2023 0:0:0,3,0.17,3,2023
ETZONE,3/29/2023 0:0:0,2,0.09,3,2023
ETZONE,3/29/2023 0:0:0,3,0.07,3,2023
ETZONE,3/29/2023 0:0:0,1,0.08,3,2023
ETZONE,3/30/2023 0:0:0,3,0.07,3,2023
ETZONE,3/30/2023 0:0:0,1,0.1,3,2023
ETZONE,3/30/2023 0:0:0,2,0.1,3,2023
ETZONE,3/31/2023 0:0:0,2,0.12,3,2023
ETZONE,3/31/2023 0:0:0,3,0.11,3,2023
ETZONE,3/31/2023 0:0:0,1,0.11,3,2023
ETZONE,4/1/2023 0:0:0,1,0.15,4,2023
ETZONE,4/1/2023 0:0:0,3,0.17,4,2023
ETZONE,4/1/2023 0:0:0,2,0.17,4,2023
ETZONE,4/2/2023 0:0:0,1,0.14,4,2023
ETZONE,4/2/2023 0:0:0,3,0.15,4,2023
ETZONE,4/2/2023 0:0:0,2,0.16,4,2023
ETZONE,4/3/2023 0:0:0,2,0.14,4,2023
ETZONE,4/3/2023 0:0:0,3,0.1,4,2023
ETZONE,4/3/2023 0:0:0,1,0.11,4,2023
ETZONE,4/4/2023 0:0:0,2,0.17,4,2023
ETZONE,4/4/2023 0:0:0,1,0.16,4,2023
ETZONE,4/4/2023 0:0:0,3,0.15,4,2023
ETZONE,4/5/2023 0:0:0,3,0.16,4,2023
ETZONE,4/5/2023 0:0:0,1,0.15,4,2023
ETZONE,4/5/2023 0:0:0,2,0.16,4,2023
ETZONE,4/6/2023 0:0:0,2,0.19,4,2023
ETZONE,4/6/2023 0:0:0,1,0.18,4,2023
ETZONE,4/6/2023 0:0:0,3,0.19,4,2023
ETZONE,4/7/2023 0:0:0,1,0.16,4,2023
ETZONE,4/7/2023 0:0:0,2,0.18,4,2023
ETZONE,4/7/2023 0:0:0,3,0.17,4,2023
ETZONE,4/8/2023 0:0:0,3,0.16,4,2023
ETZONE,4/8/2023 0:0:0,1,0.15,4,2023
ETZONE,4/8/2023 0:0:0,2,0.16,4,2023
ETZONE,4/9/2023 0:0:0,2,0.15,4,2023
ETZONE,4/9/2023 0:0:0,1,0.14,4,2023
ETZONE,4/9/2023 0:0:0,3,0.17,4,2023
ETZONE,4/10/2023 0:0:0,2,0.17,4,2023
ETZONE,4/10/2023 0:0:0,3,0.18,4,2023
ETZONE,4/10/2023 0:0:0,1,0.16,4,2023
ETZONE,4/11/2023 0:0:0,3,0.17,4,2023
ETZONE,4/11/2023 0:0:0,1,0.09,4,2023
ETZONE,4/11/2023 0:0:0,2,0.17,4,2023
ETZONE,4/12/2023 0:0:0,1,0.04,4,2023
ETZONE,4/12/2023 0:0:0,2,0.05,4,2023
ETZONE,4/12/2023 0:0:0,3,0.03,4,2023
ETZONE,4/13/2023 0:0:0,1,0.07,4,2023
ETZONE,4/13/2023 0:0:0,3,0.03,4,2023
ETZONE,4/13/2023 0:0:0,2,0.07,4,2023
ETZONE,4/14/2023 0:0:0,3,0.06,4,2023
ETZONE,4/14/2023 0:0:0,2,0.1,4,2023
ETZONE,4/14/2023 0:0:0,1,0.09,4,2023
ETZONE,4/15/2023 0:0:0,3,0.17,4,2023
ETZONE,4/15/2023 0:0:0,1,0.16,4,2023
ETZONE,4/15/2023 0:0:0,2,0.18,4,2023
ETZONE,4/16/2023 0:0:0,2,0.15,4,2023
ETZONE,4/16/2023 0:0:0,3,0.15,4,2023
ETZONE,4/16/2023 0:0:0,1,0.1,4,2023
ETZONE,4/17/2023 0:0:0,1,0.06,4,2023
ETZONE,4/17/2023 0:0:0,3,0.07,4,2023
ETZONE,4/17/2023 0:0:0,2,0.07,4,2023
ETZONE,4/18/2023 0:0:0,2,0.15,4,2023
ETZONE,4/18/2023 0:0:0,3,0.1,4,2023
ETZONE,4/18/2023 0:0:0,1,0.1,4,2023
ETZONE,4/19/2023 0:0:0,1,0.15,4,2023
ETZONE,4/19/2023 0:0:0,2,0.16,4,2023
ETZONE,4/19/2023 0:0:0,3,0.15,4,2023
ETZONE,4/20/2023 0:0:0,3,0.2,4,2023
ETZONE,4/20/2023 0:0:0,1,0.18,4,2023
ETZONE,4/20/2023 0:0:0,2,0.2,4,2023
ETZONE,4/21/2023 0:0:0,2,0.22,4,2023
ETZONE,4/21/2023 0:0:0,3,0.23,4,2023
ETZONE,4/21/2023 0:0:0,1,0.21,4,2023
ETZONE,4/22/2023 0:0:0,1,0.21,4,2023
ETZONE,4/22/2023 0:0:0,2,0.21,4,2023
ETZONE,4/22/2023 0:0:0,3,0.21,4,2023
ETZONE,4/23/2023 0:0:0,2,0.18,4,2023
ETZONE,4/23/2023 0:0:0,3,0.19,4,2023
ETZONE,4/23/2023 0:0:0,1,0.17,4,2023
ETZONE,4/24/2023 0:0:0,1,0.08,4,2023
ETZONE,4/24/2023 0:0:0,3,0.12,4,2023
ETZONE,4/24/2023 0:0:0,2,0.12,4,2023
ETZONE,4/25/2023 0:0:0,2,0.1,4,2023
ETZONE,4/25/2023 0:0:0,1,0.06,4,2023
ETZONE,4/25/2023 0:0:0,3,0.1,4,2023
ETZONE,4/26/2023 0:0:0,3,0.18,4,2023
ETZONE,4/26/2023 0:0:0,1,0.16,4,2023
ETZONE,4/26/2023 0:0:0,2,0.18,4,2023
ETZONE,4/27/2023 0:0:0,2,0.18,4,2023
ETZONE,4/27/2023 0:0:0,3,0.19,4,2023
ETZONE,4/27/2023 0:0:0,1,0.13,4,2023
ETZONE,4/28/2023 0:0:0,2,0.18,4,2023
ETZONE,4/28/2023 0:0:0,3,0.19,4,2023
ETZONE,4/28/2023 0:0:0,1,0.15,4,2023
ETZONE,4/29/2023 0:0:0,1,0.15,4,2023
ETZONE,4/29/2023 0:0:0,2,0.18,4,2023
ETZONE,4/29/2023 0:0:0,3,0.19,4,2023
ETZONE,4/30/2023 0:0:0,3,0.15,4,2023
ETZONE,4/30/2023 0:0:0,2,0.12,4,2023
ETZONE,4/30/2023 0:0:0,1,0.04,4,2023
ETZONE,5/1/2023 0:0:0,2,0.12,5,2023
ETZONE,5/1/2023 0:0:0,1,0.09,5,2023
ETZONE,5/1/2023 0:0:0,3,0.08,5,2023
ETZONE,5/2/2023 0:0:0,2,0.13,5,2023
ETZONE,5/2/2023 0:0:0,1,0.14,5,2023
ETZONE,5/2/2023 0:0:0,3,0.09,5,2023
ETZONE,5/3/2023 0:0:0,3,0.1,5,2023
ETZONE,5/3/2023 0:0:0,1,0.15,5,2023
ETZONE,5/3/2023 0:0:0,2,0.15,5,2023
ETZONE,5/4/2023 0:0:0,2,0.11,5,2023
ETZONE,5/4/2023 0:0:0,3,0.11,5,2023
ETZONE,5/4/2023 0:0:0,1,0.14,5,2023
ETZONE,5/5/2023 0:0:0,1,0.12,5,2023
ETZONE,5/5/2023 0:0:0,2,0.12,5,2023
ETZONE,5/5/2023 0:0:0,3,0.09,5,2023
ETZONE,5/6/2023 0:0:0,2,0.18,5,2023
ETZONE,5/6/2023 0:0:0,3,0.17,5,2023
ETZONE,5/6/2023 0:0:0,1,0.16,5,2023
ETZONE,5/7/2023 0:0:0,3,0.18,5,2023
ETZONE,5/7/2023 0:0:0,1,0.17,5,2023
ETZONE,5/7/2023 0:0:0,2,0.18,5,2023
ETZONE,5/8/2023 0:0:0,1,0.16,5,2023
ETZONE,5/8/2023 0:0:0,2,0.19,5,2023
ETZONE,5/8/2023 0:0:0,3,0.18,5,2023
ETZONE,5/9/2023 0:0:0,2,0.16,5,2023
ETZONE,5/9/2023 0:0:0,1,0.13,5,2023
ETZONE,5/9/2023 0:0:0,3,0.14,5,2023
ETZONE,5/10/2023 0:0:0,3,0.1,5,2023
ETZONE,5/10/2023 0:0:0,2,0.15,5,2023
ETZONE,5/10/2023 0:0:0,1,0.13,5,2023
ETZONE,5/11/2023 0:0:0,1,0.11,5,2023
ETZONE,5/11/2023 0:0:0,2,0.14,5,2023
ETZONE,5/11/2023 0:0:0,3,0.12,5,2023
ETZONE,5/12/2023 0:0:0,2,0.16,5,2023
ETZONE,5/12/2023 0:0:0,3,0.17,5,2023
ETZONE,5/12/2023 0:0:0,1,0.09,5,2023
ETZONE,5/13/2023 0:0:0,1,0.07,5,2023
ETZONE,5/13/2023 0:0:0,3,0.19,5,2023
ETZONE,5/13/2023 0:0:0,2,0.18,5,2023
ETZONE,5/14/2023 0:0:0,2,0.19,5,2023
ETZONE,5/14/2023 0:0:0,1,0.11,5,2023
ETZONE,5/14/2023 0:0:0,3,0.19,5,2023
ETZONE,5/15/2023 0:0:0,3,0.15,5,2023
ETZONE,5/15/2023 0:0:0,2,0.14,5,2023
ETZONE,5/15/2023 0:0:0,1,0.05,5,2023
ETZONE,5/16/2023 0:0:0,3,0.2,5,2023
ETZONE,5/16/2023 0:0:0,1,0.15,5,2023
ETZONE,5/16/2023 0:0:0,2,0.19,5,2023
ETZONE,5/17/2023 0:0:0,1,0.11,5,2023
ETZONE,5/17/2023 0:0:0,3,0.19,5,2023
ETZONE,5/17/2023 0:0:0,2,0.18,5,2023
ETZONE,5/18/2023 0:0:0,3,0.12,5,2023
ETZONE,5/18/2023 0:0:0,2,0.11,5,2023
ETZONE,5/18/2023 0:0:0,1,0.06,5,2023
ETZONE,5/19/2023 0:0:0,1,0.03,5,2023
ETZONE,5/19/2023 0:0:0,3,0.06,5,2023
ETZONE,5/19/2023 0:0:0,2,0.06,5,2023
ETZONE,5/20/2023 0:0:0,1,0.06,5,2023
ETZONE,5/20/2023 0:0:0,2,0.18,5,2023
ETZONE,5/20/2023 0:0:0,3,0.15,5,2023
ETZONE,5/21/2023 0:0:0,2,0.19,5,2023
ETZONE,5/21/2023 0:0:0,1,0.06,5,2023
ETZONE,5/21/2023 0:0:0,3,0.16,5,2023
ETZONE,5/22/2023 0:0:0,1,0.06,5,2023
ETZONE,5/22/2023 0:0:0,3,0.15,5,2023
ETZONE,5/22/2023 0:0:0,2,0.17,5,2023
ETZONE,5/23/2023 0:0:0,2,0.08,5,2023
ETZONE,5/23/2023 0:0:0,1,0.04,5,2023
ETZONE,5/23/2023 0:0:0,3,0.04,5,2023
ETZONE,5/24/2023 0:0:0,3,0.04,5,2023
ETZONE,5/24/2023 0:0:0,2,0.1,5,2023
ETZONE,5/24/2023 0:0:0,1,0.09,5,2023
ETZONE,5/25/2023 0:0:0,3,0.06,5,2023
ETZONE,5/25/2023 0:0:0,1,0.08,5,2023
ETZONE,5/25/2023 0:0:0,2,0.1,5,2023
ETZONE,5/26/2023 0:0:0,3,0.08,5,2023
ETZONE,5/26/2023 0:0:0,2,0.14,5,2023
ETZONE,5/26/2023 0:0:0,1,0.1,5,2023
ETZONE,5/27/2023 0:0:0,1,0.1,5,2023
ETZONE,5/27/2023 0:0:0,2,0.14,5,2023
ETZONE,5/27/2023 0:0:0,3,0.08,5,2023
ETZONE,5/28/2023 0:0:0,3,0.04,5,2023
ETZONE,5/28/2023 0:0:0,2,0.08,5,2023
ETZONE,5/28/2023 0:0:0,1,0.06,5,2023
ETZONE,5/29/2023 0:0:0,1,0.08,5,2023
ETZONE,5/29/2023 0:0:0,3,0.04,5,2023
ETZONE,5/29/2023 0:0:0,2,0.06,5,2023
ETZONE,5/30/2023 0:0:0,3,0.04,5,2023
ETZONE,5/30/2023 0:0:0,1,0.07,5,2023
ETZONE,5/30/2023 0:0:0,2,0.07,5,2023
ETZONE,5/31/2023 0:0:0,2,0.09,5,2023
ETZONE,5/31/2023 0:0:0,3,0.05,5,2023
ETZONE,5/31/2023 0:0:0,1,0.09,5,2023
ETZONE,6/1/2023 0:0:0,3,0.04,6,2023
ETZONE,6/1/2023 0:0:0,1,0.09,6,2023
ETZONE,6/1/2023 0:0:0,2,0.09,6,2023
ETZONE,6/2/2023 0:0:0,3,0.11,6,2023
ETZONE,6/2/2023 0:0:0,1,0.12,6,2023
ETZONE,6/2/2023 0:0:0,2,0.16,6,2023
ETZONE,6/3/2023 0:0:0,3,0.18,6,2023
ETZONE,6/3/2023 0:0:0,2,0.21,6,2023
ETZONE,6/3/2023 0:0:0,1,0.12,6,2023
ETZONE,6/4/2023 0:0:0,3,0.14,6,2023
ETZONE,6/4/2023 0:0:0,1,0.08,6,2023
ETZONE,6/4/2023 0:0:0,2,0.17,6,2023
ETZONE,6/5/2023 0:0:0,3,0.04,6,2023
ETZONE,6/5/2023 0:0:0,1,0.11,6,2023
ETZONE,6/5/2023 0:0:0,2,0.07,6,2023
ETZONE,6/6/2023 0:0:0,1,0.1,6,2023
ETZONE,6/6/2023 0:0:0,2,0.1,6,2023
ETZONE,6/6/2023 0:0:0,3,0.07,6,2023
ETZONE,6/7/2023 0:0:0,3,0.09,6,2023
ETZONE,6/7/2023 0:0:0,1,0.14,6,2023
ETZONE,6/7/2023 0:0:0,2,0.11,6,2023
ETZONE,6/8/2023 0:0:0,2,0.17,6,2023
ETZONE,6/8/2023 0:0:0,1,0.14,6,2023
ETZONE,6/8/2023 0:0:0,3,0.17,6,2023
ETZONE,6/9/2023 0:0:0,2,0.08,6,2023
ETZONE,6/9/2023 0:0:0,1,0.06,6,2023
ETZONE,6/9/2023 0:0:0,3,0.07,6,2023
ETZONE,6/10/2023 0:0:0,3,0.05,6,2023
ETZONE,6/10/2023 0:0:0,1,0.06,6,2023
ETZONE,6/10/2023 0:0:0,2,0.07,6,2023
ETZONE,6/11/2023 0:0:0,3,0.07,6,2023
ETZONE,6/11/2023 0:0:0,2,0.15,6,2023
ETZONE,6/11/2023 0:0:0,1,0.12,6,2023
ETZONE,6/12/2023 0:0:0,2,0.08,6,2023
ETZONE,6/12/2023 0:0:0,3,0.05,6,2023
